Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-13 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-17 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-18 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-19 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-20 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-21 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-24 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-25 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-26 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-27 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-03-28 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-01 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-02 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-03 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-04 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-07 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-08 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-09 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-11 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-15 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-16 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-17 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-21 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-22 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-23 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-24 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-25 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-28 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
2025-04-29 00:00:00+05:30,1771.0999755859375,1771.0999755859375,1771.0999755859375,1771.0999755859375,0,0.0,0.0
