Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-13 00:00:00+05:30,4.079999923706055,4.090000152587891,3.900000095367432,3.990000009536743,2884,0.0,0.0
2025-03-17 00:00:00+05:30,4.119999885559082,4.179999828338623,3.809999942779541,3.880000114440918,4614,0.0,0.0
2025-03-18 00:00:00+05:30,3.880000114440918,3.880000114440918,3.880000114440918,3.880000114440918,0,0.0,0.0
2025-03-19 00:00:00+05:30,3.849999904632568,4.059999942779541,3.680000066757202,3.829999923706055,17957,0.0,0.0
2025-03-20 00:00:00+05:30,3.829999923706055,4.019999980926514,3.690000057220459,3.7699999809265137,6516,0.0,0.0
2025-03-21 00:00:00+05:30,3.650000095367432,3.950000047683716,3.5999999046325684,3.930000066757202,12040,0.0,0.0
2025-03-24 00:00:00+05:30,4.03000020980835,4.03000020980835,3.7300000190734863,3.900000095367432,4755,0.0,0.0
2025-03-25 00:00:00+05:30,3.910000085830689,3.910000085830689,3.700000047683716,3.7200000286102295,601334,0.0,0.0
2025-03-26 00:00:00+05:30,3.7300000190734863,3.900000095367432,3.5299999713897705,3.740000009536743,873554,0.0,0.0
2025-03-27 00:00:00+05:30,3.839999914169312,3.890000104904175,3.549999952316284,3.569999933242798,586686,0.0,0.0
2025-03-28 00:00:00+05:30,3.569999933242798,3.650000095367432,3.390000104904175,3.4200000762939453,13875,0.0,0.0
2025-04-01 00:00:00+05:30,3.4200000762939453,3.5199999809265137,3.240000009536743,3.5,450,0.0,0.0
2025-04-02 00:00:00+05:30,3.5,3.549999952316284,3.3299999237060547,3.3499999046325684,1667,0.0,0.0
2025-04-03 00:00:00+05:30,3.319999933242798,3.5,3.200000047683716,3.5,2880,0.0,0.0
2025-04-04 00:00:00+05:30,3.670000076293945,3.670000076293945,3.319999933242798,3.640000104904175,4475,0.0,0.0
2025-04-07 00:00:00+05:30,3.5999999046325684,3.5999999046325684,3.450000047683716,3.5899999141693115,1783,0.0,0.0
2025-04-08 00:00:00+05:30,3.619999885559082,3.759999990463257,3.4100000858306885,3.430000066757202,4971,0.0,0.0
2025-04-09 00:00:00+05:30,3.5999999046325684,3.5999999046325684,3.2799999713897705,3.5999999046325684,2247,0.0,0.0
2025-04-11 00:00:00+05:30,3.630000114440918,3.7699999809265137,3.5,3.5,698,0.0,0.0
2025-04-15 00:00:00+05:30,3.670000076293945,3.670000076293945,3.319999933242798,3.3499999046325684,5314,0.0,0.0
2025-04-16 00:00:00+05:30,3.400000095367432,3.509999990463257,3.400000095367432,3.509999990463257,2689,0.0,0.0
2025-04-17 00:00:00+05:30,3.680000066757202,3.680000066757202,3.559999942779541,3.559999942779541,100,0.0,0.0
2025-04-21 00:00:00+05:30,3.5199999809265137,3.660000085830689,3.5199999809265137,3.609999895095825,2195,0.0,0.0
2025-04-22 00:00:00+05:30,3.660000085830689,3.75,3.660000085830689,3.7300000190734863,3092,0.0,0.0
2025-04-23 00:00:00+05:30,3.740000009536743,3.910000085830689,3.539999961853028,3.900000095367432,11401,0.0,0.0
2025-04-24 00:00:00+05:30,3.9700000286102295,3.9700000286102295,3.799999952316284,3.799999952316284,504,0.0,0.0
2025-04-25 00:00:00+05:30,3.799999952316284,3.9700000286102295,3.799999952316284,3.940000057220459,7287,0.0,0.0
2025-04-28 00:00:00+05:30,3.950000047683716,3.950000047683716,3.740000009536743,3.950000047683716,3754,0.0,0.0
2025-04-29 00:00:00+05:30,3.950000047683716,3.950000047683716,3.75,3.930000066757202,2622,0.0,0.0
2025-04-30 00:00:00+05:30,3.7300000190734863,4.119999885559082,3.7300000190734863,3.7300000190734863,3148,0.0,0.0
2025-05-02 00:00:00+05:30,3.539999961853028,3.849999904632568,3.539999961853028,3.619999885559082,1174,0.0,0.0
