Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-13 00:00:00+05:30,107264.25,107264.25,104800.0,105041.6015625,9096,0.0,0.0
2025-03-17 00:00:00+05:30,105200.0,106440.703125,105200.0,105410.796875,3890,0.0,0.0
2025-03-18 00:00:00+05:30,105410.796875,105410.796875,105410.796875,105410.796875,0,0.0,0.0
2025-03-19 00:00:00+05:30,107999.703125,110099.0,107999.703125,109922.796875,6057,0.0,0.0
2025-03-20 00:00:00+05:30,110500.0,111450.0,110161.1484375,111107.8984375,5687,0.0,0.0
2025-03-21 00:00:00+05:30,111440.0,112799.953125,111042.453125,112050.1484375,8367,0.0,0.0
2025-03-24 00:00:00+05:30,112990.0,114300.0,112651.296875,114020.796875,5731,0.0,0.0
2025-03-25 00:00:00+05:30,115925.0,116000.0,113509.8515625,114264.5,8037,0.0,0.0
2025-03-26 00:00:00+05:30,114126.5,115500.0,113900.1015625,114321.203125,5979,0.0,0.0
2025-03-27 00:00:00+05:30,114003.0,114200.0,112445.0,113264.046875,10576,0.0,0.0
2025-03-28 00:00:00+05:30,113800.0,114397.0,112084.3515625,112677.75,7320,0.0,0.0
2025-04-01 00:00:00+05:30,112500.0,114411.6484375,111900.0,113037.046875,3593,0.0,0.0
2025-04-02 00:00:00+05:30,113400.046875,115275.796875,112774.296875,115137.3515625,5030,0.0,0.0
2025-04-03 00:00:00+05:30,114500.0,115000.0,113800.0,114870.453125,3272,0.0,0.0
2025-04-04 00:00:00+05:30,115000.0,115000.0,112800.0,113236.953125,4440,0.0,0.0
2025-04-07 00:00:00+05:30,110000.0,110821.5,108001.0,110385.5,7098,0.0,0.0
2025-04-08 00:00:00+05:30,112000.0,113508.796875,111510.1015625,112592.3984375,4965,0.0,0.0
2025-04-09 00:00:00+05:30,112697.0,113397.3984375,111300.203125,113113.296875,4967,0.0,0.0
2025-04-11 00:00:00+05:30,113300.0,118749.953125,113300.0,117544.3984375,17890,0.0,0.0
2025-04-15 00:00:00+05:30,119900.0,123010.0,118200.0,122905.0,14655,0.0,0.0
2025-04-16 00:00:00+05:30,122950.0,124775.0,122885.0,124490.0,10139,0.0,0.0
2025-04-17 00:00:00+05:30,124100.0,126860.0,123990.0,126475.0,15654,0.0,0.0
2025-04-21 00:00:00+05:30,127475.0,128000.0,126495.0,126800.0,6676,0.0,0.0
2025-04-22 00:00:00+05:30,127200.0,129115.0,126300.0,127655.0,9283,0.0,0.0
2025-04-23 00:00:00+05:30,129380.0,129380.0,126650.0,127980.0,6770,0.0,0.0
2025-04-24 00:00:00+05:30,128000.0,130470.0,127555.0,129920.0,11841,0.0,0.0
2025-04-25 00:00:00+05:30,130500.0,130700.0,127400.0,128655.0,7468,0.0,0.0
2025-04-28 00:00:00+05:30,128500.0,130375.0,128495.0,130225.0,4740,0.0,0.0
2025-04-29 00:00:00+05:30,130750.0,133200.0,130700.0,132805.0,7993,0.0,0.0
2025-04-30 00:00:00+05:30,132950.0,135600.0,132000.0,134505.0,11000,0.0,0.0
2025-05-02 00:00:00+05:30,134800.0,135740.0,133900.0,134995.0,6669,0.0,0.0
2025-05-05 00:00:00+05:30,135310.0,137845.0,135310.0,136120.0,7072,0.0,0.0
2025-05-06 00:00:00+05:30,136800.0,137270.0,134500.0,134990.0,5771,0.0,0.0
2025-05-07 00:00:00+05:30,131500.0,141500.0,131500.0,140420.0,27052,0.0,0.0
2025-05-08 00:00:00+05:30,140750.0,143275.0,138350.0,138760.0,15480,0.0,0.0
2025-05-09 00:00:00+05:30,137415.0,138295.0,135600.0,137675.0,9582,0.0,0.0
2025-05-12 00:00:00+05:30,140400.0,141095.0,139570.0,139925.0,5916,0.0,0.0
2025-05-13 00:00:00+05:30,140100.0,141070.0,139000.0,140425.0,6054,0.0,0.0
2025-05-14 00:00:00+05:30,140425.0,141380.0,140425.0,141070.0,6640,0.0,0.0
2025-05-15 00:00:00+05:30,141500.0,141875.0,140865.0,141140.0,5969,0.0,0.0
2025-05-16 00:00:00+05:30,141765.0,142460.0,140000.0,140265.0,9730,0.0,0.0
2025-05-19 00:00:00+05:30,139410.0,140655.0,139410.0,140145.0,6621,0.0,0.0
2025-05-20 00:00:00+05:30,140100.0,141150.0,139485.0,140240.0,8983,0.0,0.0
2025-05-21 00:00:00+05:30,140800.0,142500.0,140500.0,142285.0,7110,0.0,0.0
2025-05-22 00:00:00+05:30,142400.0,143140.0,141500.0,142345.0,5201,0.0,0.0
2025-05-23 00:00:00+05:30,142250.0,143955.0,141830.0,143670.0,5635,0.0,0.0
2025-05-26 00:00:00+05:30,144000.0,147435.0,143705.0,146625.0,15301,0.0,0.0
2025-05-27 00:00:00+05:30,146625.0,146795.0,143620.0,143985.0,9952,0.0,0.0
2025-05-28 00:00:00+05:30,144800.0,144800.0,141555.0,142785.0,14908,0.0,0.0
2025-05-29 00:00:00+05:30,143100.0,144430.0,140015.0,140905.0,14872,0.0,0.0
2025-05-30 00:00:00+05:30,141690.0,141845.0,137165.0,138865.0,13777,0.0,0.0
