Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-12 00:00:00+05:30,277.70001220703125,277.70001220703125,262.20001220703125,268.54998779296875,18584311,0.0,0.0
2025-03-13 00:00:00+05:30,268.54998779296875,271.1000061035156,263.3500061035156,264.0,8683943,0.0,0.0
2025-03-17 00:00:00+05:30,264.0,265.20001220703125,258.8999938964844,259.8500061035156,12697926,0.0,0.0
2025-03-18 00:00:00+05:30,259.8500061035156,259.8500061035156,259.8500061035156,259.8500061035156,0,0.0,0.0
2025-03-19 00:00:00+05:30,262.0,266.5,256.25,265.70001220703125,14044300,0.0,0.0
2025-03-20 00:00:00+05:30,269.20001220703125,273.95001220703125,267.5,268.0,17038774,0.0,0.0
2025-03-21 00:00:00+05:30,264.0,269.54998779296875,260.20001220703125,264.29998779296875,22659168,0.0,0.0
2025-03-24 00:00:00+05:30,267.04998779296875,271.6499938964844,265.3999938964844,269.3999938964844,9269617,0.0,0.0
2025-03-25 00:00:00+05:30,272.0,274.70001220703125,269.3500061035156,271.0,12563930,0.0,0.0
2025-03-26 00:00:00+05:30,272.0,272.25,266.75,267.3999938964844,7308412,0.0,0.0
2025-03-27 00:00:00+05:30,270.0,273.54998779296875,269.6000061035156,272.20001220703125,14783522,0.0,0.0
2025-03-28 00:00:00+05:30,271.0,271.8500061035156,261.6000061035156,262.25,14283389,0.0,0.0
2025-04-01 00:00:00+05:30,260.3500061035156,263.0,258.5,262.6000061035156,8388635,0.0,0.0
2025-04-02 00:00:00+05:30,262.79998779296875,265.54998779296875,261.1000061035156,263.6000061035156,7136992,0.0,0.0
2025-04-03 00:00:00+05:30,259.8999938964844,260.5,255.3000030517578,256.3500061035156,12262561,0.0,0.0
2025-04-04 00:00:00+05:30,253.0,253.9499969482422,244.8500061035156,246.3000030517578,14639785,0.0,0.0
2025-04-07 00:00:00+05:30,231.0500030517578,243.8500061035156,228.0,242.8999938964844,13011904,0.0,0.0
2025-04-08 00:00:00+05:30,244.75,249.5,243.8500061035156,247.25,13806651,0.0,0.0
2025-04-09 00:00:00+05:30,240.6999969482422,242.3000030517578,234.0,236.6499938964844,19063559,0.0,0.0
2025-04-11 00:00:00+05:30,245.0,245.0,238.3500061035156,239.75,11205821,0.0,0.0
2025-04-15 00:00:00+05:30,245.0500030517578,245.0500030517578,241.3500061035156,244.0,10694621,0.0,0.0
2025-04-16 00:00:00+05:30,244.0,248.4499969482422,241.1999969482422,247.6499938964844,16203319,0.0,0.0
2025-04-17 00:00:00+05:30,235.0,237.8000030517578,232.1499938964844,236.8999938964844,54875421,0.0,0.0
2025-04-21 00:00:00+05:30,237.3999938964844,240.8000030517578,237.3999938964844,238.4499969482422,16298364,0.0,0.0
2025-04-22 00:00:00+05:30,238.4499969482422,239.0,233.5,234.1499938964844,18367713,0.0,0.0
2025-04-23 00:00:00+05:30,237.1999969482422,245.3500061035156,236.1000061035156,243.6000061035156,31898042,0.0,0.0
2025-04-24 00:00:00+05:30,244.8000030517578,245.1499938964844,241.5,242.75,23000820,0.0,0.0
2025-04-25 00:00:00+05:30,243.9499969482422,246.1499938964844,238.0500030517578,240.8999938964844,16620430,0.0,0.0
2025-04-28 00:00:00+05:30,240.5,241.9499969482422,238.75,240.5,14218414,0.0,0.0
2025-04-29 00:00:00+05:30,241.6000061035156,243.6000061035156,239.8500061035156,241.3999938964844,16647246,0.0,0.0
2025-04-30 00:00:00+05:30,241.5500030517578,243.3999938964844,239.1999969482422,241.5,14206640,0.0,0.0
2025-05-02 00:00:00+05:30,242.0399932861328,245.8000030517578,240.75,241.67999267578125,10822257,0.0,0.0
2025-05-05 00:00:00+05:30,244.0,246.8699951171875,242.6999969482422,243.57000732421875,12170446,0.0,0.0
2025-05-06 00:00:00+05:30,244.5,245.8999938964844,240.6100006103516,241.19000244140625,8869045,0.0,0.0
2025-05-07 00:00:00+05:30,236.009994506836,244.4499969482422,236.009994506836,244.0399932861328,9130056,0.0,0.0
2025-05-08 00:00:00+05:30,243.1100006103516,245.8300018310547,239.3099975585937,241.57000732421875,11434833,0.0,0.0
2025-05-09 00:00:00+05:30,236.6000061035156,242.9499969482422,236.5,242.009994506836,10582438,0.0,0.0
2025-05-12 00:00:00+05:30,245.08999633789065,257.94000244140625,244.8800048828125,257.2799987792969,19791711,0.0,0.0
2025-05-13 00:00:00+05:30,256.95001220703125,256.95001220703125,250.6199951171875,251.57000732421875,11714159,0.0,0.0
2025-05-14 00:00:00+05:30,251.57000732421875,253.69000244140625,250.75,252.94000244140625,8839105,0.0,0.0
2025-05-15 00:00:00+05:30,253.1999969482422,257.1000061035156,250.6199951171875,256.57000732421875,12083645,0.0,0.0
2025-05-16 00:00:00+05:30,257.0,257.0,253.52999877929688,254.3099975585937,6640387,0.0,0.0
2025-05-19 00:00:00+05:30,254.3099975585937,254.7400054931641,251.27999877929688,251.75,6788784,0.0,0.0
2025-05-20 00:00:00+05:30,253.0,254.6000061035156,249.3099975585937,249.7100067138672,9366429,0.0,0.0
2025-05-21 00:00:00+05:30,249.7100067138672,252.1100006103516,248.1000061035156,250.9199981689453,5313593,0.0,0.0
2025-05-22 00:00:00+05:30,249.0,249.88999938964844,245.0,245.94000244140625,11469037,0.0,0.0
2025-05-23 00:00:00+05:30,246.1000061035156,250.4900054931641,245.6000061035156,247.3600006103516,7437642,0.0,0.0
2025-05-26 00:00:00+05:30,248.4900054931641,250.8500061035156,248.1999969482422,250.2400054931641,3690751,0.0,0.0
2025-05-27 00:00:00+05:30,250.9900054931641,250.9900054931641,247.9900054931641,248.25,6861143,0.0,0.0
2025-05-28 00:00:00+05:30,249.58999633789065,250.13999938964844,246.9600067138672,247.42999267578125,6205160,0.0,0.0
2025-05-29 00:00:00+05:30,249.6499938964844,251.7400054931641,248.1000061035156,250.13999938964844,11785042,0.0,0.0
2025-05-30 00:00:00+05:30,250.0,251.1100006103516,248.5200042724609,249.6699981689453,13858429,0.0,0.0
2025-06-02 00:00:00+05:30,247.6000061035156,248.4199981689453,246.1999969482422,247.67999267578125,5846259,0.0,0.0
2025-06-03 00:00:00+05:30,248.0,249.5,245.72999572753903,246.22000122070312,8573438,0.0,0.0
2025-06-04 00:00:00+05:30,246.509994506836,249.8099975585937,246.509994506836,246.8600006103516,6698150,0.0,0.0
2025-06-05 00:00:00+05:30,246.8999938964844,249.4900054931641,246.8800048828125,247.94000244140625,6468060,0.0,0.0
2025-06-06 00:00:00+05:30,247.1000061035156,249.97999572753903,247.1000061035156,248.58999633789065,4445411,0.0,0.0
2025-06-09 00:00:00+05:30,249.6000061035156,253.3999938964844,249.22000122070312,251.2899932861328,9193904,0.0,0.0
2025-06-10 00:00:00+05:30,252.8999938964844,255.8000030517578,251.8300018310547,254.8699951171875,10739851,0.0,0.0
2025-06-11 00:00:00+05:30,256.0199890136719,261.6000061035156,254.1000061035156,258.9200134277344,17268454,0.0,0.0
2025-06-12 00:00:00+05:30,260.0,263.0,256.32000732421875,259.6099853515625,14526212,0.0,0.0
2025-06-13 00:00:00+05:30,255.0,262.25,254.0,260.2099914550781,8692116,0.0,0.0
