Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20,RSI,MACD,MACD_signal,ADX,CMF,Supertrend
2025-03-13 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-17 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-18 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-19 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-20 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-21 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-24 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-25 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-26 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-27 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-03-28 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-04-01 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-04-02 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,,,,0.0,,True
2025-04-03 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,100.0,,,0.0,,True
2025-04-04 00:00:00+05:30,267.1600036621094,267.1600036621094,267.1600036621094,267.1600036621094,0,0.0,0.0,,267.1600036621094,100.0,,,0.0,,True
